id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,kfold,X_Range,Y_Range,Luminosity_Range,Area_Perimeter_Ratio
1927,0,16,1725137,1725163,111,21,23,11608,84,117,1356,1,0,70,0.0,0.4491,0.2632,0.0111,0.7619,0.8261,0.0,2.0453,1.1761,1.2787,-0.7368,-0.2095,0.4399,0,1,0,0,0,0,0,0,16,26,33,2.522727272727273
13746,1287,1296,2613123,2613138,42,8,11,4409,97,127,1360,1,0,100,0.1318,0.3333,0.7273,0.0047,0.8889,1.0,1.0,1.6233,0.9031,1.0414,0.2727,-0.1187,0.1773,0,0,0,0,0,1,0,1,9,15,30,2.210526315789474
7072,8,18,186833,186914,1097,114,144,67901,14,86,1687,1,0,80,0.0118,0.4333,0.0733,0.0065,0.1667,0.9931,1.0,3.0233,1.0414,2.1553,0.9267,-0.5644,0.9999,0,0,0,0,0,0,1,3,10,81,72,4.251937984496124
2625,1575,1589,2488529,2488541,123,15,14,11979,80,124,1696,0,1,90,0.0924,0.4167,0.8571,0.0071,0.8,1.0,1.0,2.0899,1.0792,1.1461,0.1429,-0.214,0.2901,1,0,0,0,0,0,0,1,14,12,44,4.241379310344827
2852,1617,1629,1417276,1417288,146,12,29,16441,105,127,1690,1,0,70,0.2047,0.3979,0.4615,0.0041,0.5833,0.88,1.0,2.1644,0.8451,1.4624,0.5385,-0.1031,0.3882,0,0,0,0,0,0,1,4,12,12,22,3.5609756097560976
1399,619,630,219220,219230,767,58,58,85442,106,127,1364,0,1,100,0.9164,0.5436,0.1264,0.0081,0.1783,0.9828,1.0,2.8848,1.0414,1.7559,0.8736,-0.0974,0.9963,0,0,0,0,1,0,0,4,11,10,21,6.612068965517241
14889,1160,1169,983183,983189,110,10,20,12056,99,134,1687,1,0,143,0.2338,0.3,0.45,0.0053,0.9,1.0,1.0,2.0414,0.9542,1.301,0.55,-0.1158,0.3068,1,0,0,0,0,0,0,0,9,6,35,3.6666666666666665
1284,476,493,498078,498335,231,30,29,24807,111,135,1360,1,0,100,0.6777,0.3333,0.5,0.0088,0.4,0.9524,1.0,2.3617,1.0792,1.4472,0.5,-0.0755,0.5378,0,0,0,0,1,0,0,2,17,257,24,3.9152542372881354
414,41,218,2488529,2488541,6181,275,131,674120,42,124,1358,0,1,40,0.0604,0.4501,0.3758,0.0251,0.6316,0.5179,0.0,3.7903,2.2553,1.7853,-0.6242,-0.1871,1.0,0,0,1,0,0,0,0,4,177,12,82,15.224137931034482
16031,42,55,151240,151265,111,19,13,11397,101,119,1356,1,0,70,0.0619,0.3636,0.9231,0.0102,0.6842,0.9231,0.0,2.0453,1.1139,1.0792,-0.0769,-0.1523,0.2739,0,1,0,0,0,0,0,1,13,25,18,3.46875
13377,41,209,1516553,1516628,6175,296,149,652005,41,126,1358,0,1,40,0.0604,0.5253,0.3869,0.1237,0.5676,0.4437,0.0,3.7958,2.2253,1.8261,-0.6131,-0.179,1.0,0,0,1,0,0,0,0,4,168,75,85,13.876404494382022
13359,1276,1287,8649727,8649744,22,7,4,3489,115,134,1358,0,1,50,0.7385,0.2143,0.5714,0.0059,1.0,1.0,1.0,1.3424,0.9031,0.6021,0.4286,-0.0651,0.1384,0,0,0,0,0,0,1,4,11,17,19,2.0
8490,41,216,1679793,1679864,6882,275,134,723207,42,124,1358,0,1,40,0.0604,0.41,0.3829,0.1289,0.6364,0.5116,0.0,3.8377,2.243,1.8261,-0.6171,-0.1953,1.0,0,0,1,0,0,0,0,3,175,71,82,16.82640586797066
18497,1357,1373,212157,212188,114,20,26,13299,125,142,1373,0,1,40,0.3074,0.4396,0.3939,0.0096,0.65,0.9167,1.0,2.0569,1.1139,1.3424,0.6061,0.0348,0.4946,1,0,0,0,0,0,0,0,16,31,17,2.4782608695652173
3698,920,928,398801,398815,59,11,9,6936,161,182,1387,0,1,40,0.6052,0.1286,1.0,0.0058,0.7273,1.0,0.5,1.7708,0.9031,0.9542,0.0,0.338,0.1696,0,0,1,0,0,0,0,1,8,14,21,2.95
6943,1325,1332,3028545,3028556,77,16,20,8995,99,116,1354,0,1,40,0.0353,0.3905,0.25,0.0052,0.4375,1.0,1.0,1.8865,0.8451,1.301,0.75,-0.1676,0.2195,0,0,0,0,0,1,0,0,7,11,17,2.138888888888889
18495,1272,1285,1638648,1638668,108,15,24,9704,118,135,1366,0,1,185,0.4141,0.2,0.3333,0.0058,0.6667,1.0,1.0,2.0334,0.9031,1.3802,0.6667,-0.0212,0.3241,0,0,0,0,0,0,1,2,13,20,17,2.769230769230769
6533,726,745,1689271,1689336,571,107,70,53424,59,126,1692,1,0,300,0.9164,0.4144,0.283,0.0162,0.2895,0.9857,1.0,2.7566,1.3424,1.8692,0.717,-0.2341,0.7776,0,0,0,0,0,0,1,4,19,65,67,3.225988700564972
5014,1073,1094,2443144,2443144,305,46,42,34599,98,132,1364,1,0,80,0.3131,0.5368,0.4118,0.0169,0.5652,0.7273,0.0,2.4829,1.3617,1.4472,-0.5882,-0.1181,0.8563,0,0,0,0,0,0,1,4,21,0,34,3.465909090909091
13777,206,239,4025621,4025624,282,69,33,30746,88,126,1668,0,1,40,0.3069,0.5298,0.64,0.0148,0.4203,0.8641,1.0,2.4502,1.301,1.3979,0.36,-0.1469,0.9419,0,0,0,0,0,1,0,3,33,3,38,2.764705882352941
15688,301,309,1013642,1013647,16,9,4,2001,115,140,1360,0,1,50,0.4602,0.2857,0.5714,0.0052,0.7778,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,-0.0395,0.1384,0,0,0,1,0,0,0,1,8,5,25,1.2307692307692308
6777,1176,1208,689792,689890,354,57,50,43323,145,167,1353,0,1,100,0.2106,0.567,0.3542,0.0142,0.3333,0.96,1.0,2.549,1.3802,1.6812,0.6458,0.2175,0.9685,0,0,0,0,0,0,1,3,32,98,22,3.308411214953271
13209,613,622,899231,899307,137,14,17,15646,91,119,1362,0,1,100,0.9808,0.3131,0.7059,0.0074,0.7143,1.0,1.0,2.1367,1.0,1.2305,0.2941,-0.1705,0.3678,0,0,0,0,0,1,0,2,9,76,28,4.419354838709677
3026,619,630,2212600,2212608,794,68,87,67967,91,133,1366,0,1,100,0.9076,0.305,0.0759,0.0117,0.1471,1.0,1.0,2.8998,1.2041,1.9294,0.9241,-0.1435,0.9998,0,0,0,0,1,0,0,2,11,8,42,5.122580645161291
6710,41,211,1611713,1611861,6499,263,135,676562,41,124,1356,0,1,40,0.0605,0.4294,0.3941,0.1254,0.6464,0.4186,0.0,3.8113,2.2304,1.8261,-0.6059,-0.1926,1.0,0,0,1,0,0,0,0,3,170,148,83,16.329145728643216
16626,1105,1130,75122,75139,101,20,30,11776,104,126,1356,0,1,40,0.3573,0.4952,0.3333,0.0155,0.8,0.6667,0.0,2.0043,1.3222,1.0792,-0.6667,-0.0924,0.633,0,0,0,0,0,0,1,4,25,17,22,2.02
8354,1090,1103,3967177,3967197,60,14,10,5361,113,134,1360,0,1,50,0.4397,0.35,0.8,0.0066,0.5714,1.0,1.0,1.7781,0.9542,1.0,0.2,-0.0148,0.1862,0,0,0,0,0,1,0,2,13,20,21,2.5
10508,1325,1332,172773,172798,170,25,36,19901,110,132,1354,0,1,40,0.0325,0.3647,0.2174,0.0052,0.24,1.0,1.0,2.2304,0.8451,1.5563,0.7826,-0.0786,0.4317,0,0,0,0,0,0,1,1,7,25,22,2.7868852459016393
7809,1043,1076,3402848,3402864,114,18,18,13657,93,133,1358,1,0,100,0.4897,0.5436,0.2778,0.0236,0.9444,0.6667,0.0,2.0569,1.5051,0.9031,-0.7222,-0.1162,0.3882,0,0,0,0,0,0,1,4,33,16,40,3.1666666666666665
7343,99,115,281358,281513,205,24,42,26356,92,125,1358,1,0,70,0.1195,0.2667,0.5857,0.0103,0.5833,1.0,1.0,2.3117,1.1461,1.6233,0.4143,-0.1453,0.5822,0,1,0,0,0,0,0,3,16,155,33,3.106060606060606
4257,833,844,935496,935506,18,9,8,2219,107,127,1364,0,1,40,0.971,0.2667,0.8889,0.0043,0.6667,1.0,0.0,1.2553,0.7782,0.9031,-0.1111,-0.0794,0.1773,0,0,0,0,0,1,0,0,11,10,20,1.0588235294117647
9509,852,860,270702,270711,52,10,9,5795,90,118,1690,1,0,70,0.7527,0.2778,0.8889,0.0047,0.7,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.2097,0.1773,0,0,0,0,0,1,0,4,8,9,28,2.736842105263158
10702,174,203,1090984,1091013,279,72,46,35308,117,140,1364,0,1,40,0.2544,0.5513,0.5926,0.0213,0.3288,0.8065,1.0,2.4609,1.4624,1.415,0.4074,0.0016,0.9708,0,0,0,0,0,1,0,3,29,29,23,2.364406779661017
6080,1246,1267,5877663,5877670,130,36,25,13595,116,132,1370,1,0,80,0.4223,0.6245,0.7619,0.0179,0.7143,0.75,0.0,2.1139,1.3979,1.3222,-0.2381,-0.0371,0.5212,0,0,0,0,0,0,1,1,21,7,16,2.1311475409836067
5170,1063,1082,5851552,5851560,247,47,23,26419,89,134,1372,1,0,69,0.4657,0.5747,0.8235,0.0095,0.3778,0.9444,1.0,2.3927,1.2305,1.2305,0.1765,-0.1535,0.6514,0,0,0,0,0,0,1,2,19,8,45,3.5285714285714285
6775,41,184,2835787,2835797,4115,29,89,460547,120,141,1402,0,1,40,0.2917,0.4008,0.3846,0.1051,0.5806,0.3864,0.0,3.6152,2.1553,1.699,-0.6154,-0.0263,1.0,0,0,1,0,0,0,0,0,143,10,21,34.8728813559322
802,1223,1237,1709640,1709661,138,25,23,15501,90,125,1364,1,0,40,0.2379,0.2342,0.3929,0.0096,0.52,1.0,1.0,2.1399,1.1139,1.3617,0.6071,-0.1926,0.3285,0,0,0,0,0,1,0,0,14,21,35,2.875
9661,621,632,5798193,5798213,663,54,80,80541,82,116,1364,0,1,100,0.7406,0.35,1.0,0.0081,0.2542,1.0,0.5,2.8306,1.0414,1.7993,0.0,-0.3283,0.9998,1,0,0,0,0,0,0,3,11,20,34,4.947761194029851
13620,1190,1201,4383746,4383803,289,38,34,34599,105,134,1360,0,1,175,0.2372,0.5849,0.2586,0.0126,0.4063,0.4286,1.0,2.4609,1.2305,1.5315,0.7414,-0.0839,0.7659,0,1,0,0,0,0,0,4,11,57,29,4.013888888888889
15924,735,746,61060,61074,114,15,14,12221,71,127,1362,1,0,200,0.7665,0.3214,0.8571,0.0088,0.8,1.0,1.0,2.0569,1.0792,1.1461,0.1429,-0.215,0.2901,0,0,0,0,0,1,0,1,11,14,56,3.9310344827586206
16443,464,474,86408,86427,128,19,18,13678,89,119,1656,1,0,100,0.8796,0.2045,0.4444,0.0071,0.6316,1.0,1.0,2.1072,1.0792,1.2553,0.5556,-0.2041,0.3419,0,0,0,0,0,1,0,1,10,19,30,3.4594594594594597
6030,41,216,4235272,4235283,6185,234,131,684236,43,124,1358,0,1,40,0.0604,0.4657,0.3616,0.1291,0.7166,0.5402,0.0,3.8235,2.243,1.716,-0.6384,-0.1785,1.0,0,0,1,0,0,0,0,3,175,11,81,16.945205479452056
10192,936,944,2519944,2519955,125,24,16,14234,81,127,1364,1,0,80,0.4978,0.4647,0.625,0.0102,0.5833,1.0,1.0,2.0969,1.1461,1.2041,0.375,-0.1408,0.3663,0,0,0,0,0,1,0,2,8,11,46,3.125
5362,345,362,808169,808480,263,37,42,23697,85,127,1687,0,1,40,0.5051,0.4267,0.3643,0.0089,0.3571,1.0,1.0,2.4216,1.1761,1.4472,0.6357,-0.1454,0.6015,0,0,0,0,0,0,1,2,17,311,42,3.329113924050633
1283,935,947,438867,438919,880,109,58,96340,97,141,1692,1,0,143,0.6417,0.5525,0.1385,0.0164,0.1436,0.9643,1.0,2.9445,1.4314,2.0756,0.8615,-0.1162,1.0,0,0,0,0,0,0,1,1,12,52,44,5.269461077844311
17529,669,684,1036126,1036161,335,51,43,35066,77,127,1360,0,1,40,0.9257,0.583,0.4193,0.0096,0.305,0.9773,1.0,2.525,1.1139,1.6335,0.5806,-0.1854,0.9419,0,0,0,0,0,0,0,2,15,35,50,3.5638297872340425
7199,41,192,1559784,1568036,10276,297,139,1133850,41,140,1402,0,1,40,0.0024,0.4562,0.2045,0.1064,0.2085,0.5354,1.0,3.9968,2.1644,1.9685,0.7954,-0.1711,1.0,0,0,1,0,0,0,0,0,151,8252,99,23.568807339449542
5901,1005,1025,4441757,4441811,105,28,18,12602,107,127,1630,0,1,140,0.7332,0.4571,0.5333,0.0088,0.5714,1.0,1.0,2.0212,1.1761,1.1761,0.4667,-0.1098,0.4465,0,0,0,0,0,0,1,2,20,54,20,2.282608695652174
18275,41,212,2377039,2377320,6117,299,149,618954,36,124,1358,0,1,40,0.0605,0.4644,0.3659,0.1276,0.6996,0.4114,1.0,3.7863,2.238,1.7404,0.6342,-0.1937,1.0,0,0,1,0,0,0,0,3,171,281,88,13.654017857142858
18968,1287,1304,659476,659488,190,18,20,22158,107,134,1362,0,1,180,0.0898,0.256,0.7,0.0103,0.7778,1.0,1.0,2.2787,1.1461,1.301,0.3,-0.0632,0.463,0,0,0,0,0,0,1,3,17,12,27,5.0
12592,1029,1031,1029360,1029392,17,6,6,2183,114,141,1358,0,1,50,0.4436,0.4333,0.6667,0.0044,1.0,0.8333,0.0,1.2305,0.7782,0.699,-0.3333,-0.0052,0.1353,0,0,0,1,0,0,0,1,2,32,27,1.4166666666666667
8089,39,191,2187237,2187305,10941,561,357,1270726,41,141,1402,0,1,40,0.0577,0.4081,0.9591,0.1091,0.2459,0.4073,0.0,4.0376,2.1847,2.1584,-0.0409,-0.1035,1.0,0,0,1,0,0,0,0,1,152,68,100,11.918300653594772
7547,1101,1126,1611713,1611861,116,22,16,14169,119,143,1690,1,0,60,0.4897,0.6168,0.4783,0.0065,0.5238,0.5625,0.0,2.0645,1.0414,0.9542,-0.5217,0.0038,0.3329,0,0,0,0,0,0,1,0,25,148,24,3.0526315789473686
970,576,586,3896732,3896740,89,12,14,10893,95,125,1687,1,0,80,0.644,0.2431,0.5714,0.0047,0.6667,1.0,1.0,1.9494,0.9031,1.1461,0.4286,-0.1682,0.2195,0,0,0,0,0,0,1,1,10,8,30,3.423076923076923
9445,1333,1343,1269420,1269438,54,12,9,4674,77,111,1358,0,1,40,0.4091,0.2361,0.8889,0.0059,0.8333,1.0,0.0,1.7324,1.0,0.9542,-0.1111,-0.2359,0.1773,0,0,0,0,0,0,1,4,10,18,34,2.5714285714285716
16865,482,555,3928519,3928612,308,49,33,39987,107,127,1360,0,1,40,0.6478,0.5366,0.1539,0.0158,0.5306,0.5385,0.0,2.4885,1.415,1.4314,-0.8461,-0.1081,0.9048,0,0,0,0,0,0,1,2,73,93,20,3.7560975609756095
5529,41,215,2662735,2662807,6661,278,149,676077,42,124,1356,0,1,40,0.0604,0.413,0.4167,0.1283,0.5833,0.425,0.0,3.8461,2.2455,1.8325,-0.5833,-0.1852,1.0,0,0,1,0,0,0,0,4,174,72,82,15.59953161592506
5959,294,340,4383724,4383776,170,37,17,21548,115,135,1358,0,1,40,0.4106,0.43,0.0938,0.0236,0.8649,0.3529,0.0,2.2304,1.5051,0.7782,-0.9063,-0.011,0.4713,0,0,0,0,0,0,1,0,46,52,20,3.1481481481481484
10267,1162,1185,1423992,1423996,4315,69,90,427024,78,133,1692,0,1,40,0.2801,0.3776,0.5789,0.0115,0.8137,1.0,1.0,3.6366,1.2787,1.4314,0.4211,-0.1709,1.0,0,0,0,0,0,1,0,0,23,4,55,27.138364779874212
8716,129,166,2344077,2344153,495,69,41,56735,92,141,1358,0,1,40,0.1976,0.3659,0.5952,0.0184,0.3286,0.7979,1.0,2.6946,1.3979,1.6128,0.4048,-0.1016,0.9929,0,0,1,0,0,0,0,1,37,76,49,4.5
4454,299,309,632172,632196,119,14,13,11169,92,125,1360,1,0,70,0.4692,0.3436,0.6191,0.0059,0.7143,1.0,1.0,2.0756,0.9031,1.1139,0.381,-0.1535,0.2914,0,1,0,0,0,0,0,0,10,24,33,4.407407407407407
1719,1335,1346,785268,785285,137,21,22,13352,78,116,1360,1,0,300,0.0443,0.3365,0.8571,0.0111,0.7143,1.0,1.0,2.1367,1.1761,1.3424,0.1429,-0.2938,0.2901,0,0,0,0,0,0,1,4,11,17,38,3.186046511627907
14173,1619,1637,1569522,1569536,226,30,27,21582,43,109,1690,1,0,60,0.0362,0.251,0.3333,0.0065,0.5,1.0,1.0,2.3541,1.0414,1.4314,0.6667,-0.3277,0.4025,0,0,0,0,0,1,0,2,18,14,66,3.9649122807017543
1969,41,216,968156,968164,6381,263,137,688556,41,132,1362,0,1,40,0.0605,0.4654,0.4074,0.1254,0.6732,0.4102,0.0,3.7913,2.2304,1.8325,-0.5926,-0.0948,1.0,0,0,1,0,0,0,0,4,175,8,91,15.9525
16728,550,558,3378464,3378474,131,13,14,9253,71,103,1358,1,0,50,0.8766,0.275,0.7143,0.0074,0.7692,1.0,1.0,2.1173,1.0,1.1461,0.2857,-0.3468,0.2469,0,0,0,0,0,0,1,4,8,10,32,4.851851851851852
7281,997,1002,712437,712446,17,9,4,2240,114,141,1358,0,1,50,0.8331,0.25,1.0,0.0059,0.8889,1.0,0.5,1.2305,0.9031,0.6021,0.0,-0.0085,0.1417,0,0,0,1,0,0,0,3,5,9,27,1.3076923076923077
2886,1358,1378,1008474,1008502,221,38,35,28592,101,132,1360,1,0,70,0.0218,0.5526,0.7037,0.0124,0.5294,0.9394,0.0,2.3444,1.2305,1.2787,-0.2963,-0.1044,0.9685,0,0,0,0,0,1,0,0,20,28,31,3.0273972602739727
12560,1203,1218,1736811,1736822,155,23,26,17707,107,127,1362,0,1,40,0.1909,0.4221,0.3913,0.0081,0.4783,1.0,1.0,2.1903,1.0414,1.3617,0.6087,-0.1018,0.3464,0,1,0,0,0,0,0,0,15,11,20,3.163265306122449
1499,1073,1088,2488529,2488541,163,12,17,18695,93,132,1360,0,1,40,0.6623,0.3636,0.7333,0.0081,0.9167,1.0,0.0,2.2122,1.0414,1.1761,-0.2667,-0.1262,0.286,0,0,0,0,0,1,0,0,15,12,39,5.620689655172414
9080,558,586,718174,718237,101,34,36,11890,102,135,1694,0,1,70,0.7446,0.5702,0.0938,0.0112,0.4868,0.88,0.0,2.0043,1.2787,1.5563,-0.9063,-0.0797,0.4763,0,0,0,0,0,0,1,4,28,63,33,1.4428571428571428
15160,1058,1069,1538494,1538509,196,18,29,23267,110,133,1373,0,1,40,0.4106,0.3194,0.4516,0.0095,0.7222,0.9286,1.0,2.2923,1.1139,1.4914,0.5484,-0.0786,0.7065,0,0,0,0,0,0,0,3,11,15,23,4.170212765957447
5621,482,490,1601792,1601796,69,15,16,7758,98,118,1687,0,1,70,0.7427,0.3925,0.5625,0.0041,0.4667,1.0,1.0,1.8261,0.8451,1.2041,0.4375,-0.1739,0.2195,0,0,0,0,0,0,1,1,8,4,20,2.225806451612903
13682,41,214,4373092,4373158,6357,278,132,658914,46,126,1356,0,1,40,0.0605,0.4285,0.3815,0.1274,0.6223,0.4925,0.0,3.7911,2.238,1.8195,-0.6185,-0.1797,1.0,0,0,1,0,0,0,0,4,173,66,80,15.504878048780487
15220,1155,1162,519677,519708,612,72,60,77840,104,134,1372,0,1,40,0.4086,0.6186,0.1177,0.0148,0.3304,0.9,1.0,2.7868,1.301,1.7324,0.8824,-0.0935,0.9998,0,0,0,0,0,0,1,0,7,31,30,4.636363636363637
9422,39,191,2311225,2311296,9518,694,382,1083941,41,141,1400,0,1,40,0.0557,0.4898,0.9688,0.1086,0.2274,0.4276,0.0,3.9785,2.1818,2.1703,-0.0313,-0.1071,1.0,0,0,1,0,0,0,0,4,152,71,100,8.845724907063197
13440,626,635,51943,51952,169,47,38,18013,106,127,1353,0,1,100,0.9135,0.3421,0.1539,0.0066,0.1525,1.0,1.0,2.2279,0.9542,1.5798,0.8461,-0.1212,0.3882,0,0,0,0,1,0,0,1,9,9,21,1.988235294117647
14779,41,194,1417245,1417335,11875,672,374,1361903,40,141,1402,0,1,40,0.0585,0.4816,0.9282,0.1091,0.2649,0.4108,1.0,4.0718,2.1847,2.2253,0.0718,-0.0968,1.0,0,0,1,0,0,0,0,4,153,90,101,11.352772466539196
12673,0,9,518468,518483,99,9,14,13196,139,181,1387,0,1,40,0.0,0.1893,0.9231,0.0072,1.0,0.9286,1.0,1.9956,1.0792,1.1139,0.0769,0.2423,0.2739,0,0,0,0,0,0,1,2,9,15,42,4.304347826086956
18714,788,810,2274364,2274383,126,10,14,14877,106,133,1364,0,1,40,0.9164,0.3,0.8571,0.0074,1.0,1.0,1.0,2.1004,1.0,1.1461,0.1429,-0.0736,0.33,0,0,0,0,0,1,0,2,22,19,27,5.25
4521,109,121,1038876,1038891,973,49,49,69172,87,135,1362,1,0,80,0.6941,0.3333,0.5,0.0147,0.2955,0.5143,1.0,2.9978,1.301,1.5563,0.5,-0.1158,0.9979,0,0,0,0,0,1,0,2,12,15,48,9.928571428571429
6784,1273,1283,225718,225742,99,18,11,8091,61,93,1650,1,0,70,0.4754,0.1962,1.0,0.0079,0.7222,1.0,0.5,1.9956,1.1139,1.0414,0.0,-0.3995,0.2253,0,0,0,0,0,1,0,0,10,24,32,3.413793103448276
14936,1260,1271,4348250,4348321,62,10,10,8537,120,143,1687,1,0,150,0.4386,0.3636,0.8,0.0059,1.0,1.0,0.0,1.7924,1.0,0.9031,-0.2,0.0065,0.1852,0,0,0,0,0,0,1,1,11,71,23,3.1
13911,599,608,1341292,1341296,16,7,4,2062,111,140,1360,0,1,50,0.8838,0.4,0.5714,0.0052,1.0,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,0.0391,0.1384,0,0,0,1,0,0,0,3,9,4,29,1.4545454545454546
8726,239,269,1060291,1060313,274,43,21,31538,116,140,1360,0,1,40,0.2991,0.3247,0.7619,0.0158,0.6719,0.8095,0.0,2.4378,1.415,1.3222,-0.2381,-0.0118,0.8806,0,0,0,0,0,1,0,4,30,22,24,4.28125
2166,1358,1378,117422,117551,585,29,63,63194,68,127,1387,0,1,40,0.0,0.4189,0.1429,0.0166,0.7619,1.0,1.0,2.7672,1.4472,1.7993,0.8571,-0.2424,0.9992,1,0,0,0,0,0,0,1,20,129,59,6.358695652173913
3037,0,14,2377039,2377320,190,16,18,19132,73,124,1648,1,0,70,0.1103,0.3864,0.8461,0.0066,0.6875,1.0,1.0,2.2718,1.0414,1.2553,0.1539,-0.2019,0.4399,1,0,0,0,0,0,0,3,14,281,51,5.588235294117647
11965,321,328,639361,639376,35,15,7,4277,121,133,1358,0,1,130,0.4728,0.575,0.625,0.0074,0.5333,1.0,0.0,1.5441,1.0,0.699,-0.375,-0.0369,0.1483,0,0,0,0,0,0,1,2,7,15,12,1.5909090909090908
11456,1314,1333,754445,754492,226,36,42,25563,122,140,1372,0,1,40,0.0295,0.587,0.4193,0.0095,0.3611,0.8333,1.0,2.3541,1.1139,1.5441,0.5806,0.0063,0.6619,0,0,0,0,0,0,1,0,19,47,18,2.8974358974358974
5697,818,829,928256,928264,32,8,8,2193,111,140,1364,0,1,40,0.8003,0.2,0.8,0.0059,1.0,1.0,1.0,1.5051,0.9031,0.9031,0.2,-0.0256,0.1852,0,0,1,0,0,0,0,0,11,8,29,2.0
3973,559,570,1322072,1322076,304,42,34,41476,123,190,1387,0,1,50,0.4813,0.4313,0.7143,0.0109,0.3636,0.8235,1.0,2.4843,1.1761,1.3222,0.2857,0.0461,0.8579,0,0,0,0,0,0,1,0,11,4,67,4.0
5154,779,833,103914,103916,53,29,4,7498,119,149,1650,1,0,69,0.8835,0.2895,0.2105,0.0199,1.0,0.6667,0.0,1.7243,1.4314,0.6021,-0.7895,0.0048,0.1812,0,0,0,0,0,0,1,0,54,2,30,1.606060606060606
15976,305,313,1481144,1481148,32,16,8,4131,122,142,1360,0,1,50,0.4498,0.3905,0.5,0.0103,0.875,0.875,0.0,1.5051,1.1461,0.8451,-0.5,0.0016,0.1773,0,0,0,0,0,0,1,4,8,4,20,1.3333333333333333
8509,5,17,334304,334316,182,17,17,18238,97,124,1692,1,0,70,0.0071,0.4138,0.5882,0.0089,0.5882,0.7823,1.0,2.2601,1.1761,1.2305,0.4118,-0.1439,0.3882,0,0,0,0,0,0,1,1,12,12,27,5.352941176470588
139,557,567,1266537,1266548,57,10,8,6543,92,135,1624,1,0,70,0.6761,0.15,0.8,0.0049,0.8,1.0,1.0,1.7559,0.9031,0.9031,0.2,-0.1234,0.1852,0,0,0,0,0,0,1,3,10,11,43,3.1666666666666665
16102,1123,1140,1539081,1539097,105,29,18,10605,108,141,1694,1,0,80,0.3174,0.5221,0.8235,0.0103,0.4828,0.9444,1.0,2.0212,1.1461,1.2305,0.1765,-0.0513,0.3945,0,0,0,0,0,1,0,0,17,16,33,2.234042553191489
502,1360,1373,114430,114444,54,11,14,4834,81,110,1650,1,0,100,0.0325,0.3036,0.5714,0.0052,0.6364,1.0,1.0,1.7324,0.8451,1.1461,0.4286,-0.2601,0.2195,0,0,0,0,0,0,1,1,13,14,29,2.16
17223,157,167,1658945,1658959,116,21,16,20131,122,140,1358,0,1,40,0.2596,0.3631,0.8125,0.0118,1.0,0.8125,0.0,2.0645,1.2305,1.1139,-0.1875,0.0212,0.3479,0,0,1,0,0,0,0,4,10,14,18,3.135135135135135
15242,814,829,1025376,1025473,313,38,45,35005,70,126,1692,0,1,300,0.7287,0.3099,0.25,0.0071,0.3158,1.0,1.0,2.4941,1.0792,1.6233,0.75,-0.3027,0.8299,0,0,0,0,0,0,0,3,15,97,56,3.7710843373493974
10984,1065,1088,1044544,1044587,221,20,20,21556,110,134,1364,0,1,40,0.4272,0.4818,0.9231,0.0191,0.9546,0.8,0.0,2.3444,1.3802,1.0792,-0.0769,-0.0759,0.5461,0,0,0,0,0,0,1,1,23,43,24,5.525
18784,445,597,923170,923211,561,106,62,79713,120,135,1362,0,1,40,0.6785,0.6429,0.6471,0.0228,0.45,0.5968,0.0,2.749,1.4914,1.5682,-0.3529,-0.0019,0.9998,0,0,0,0,0,1,0,0,152,41,15,3.3392857142857144
3657,1682,1688,1248676,1248687,82,11,10,8375,77,109,1687,1,0,70,0.0047,0.26,1.0,0.0059,0.9091,1.0,0.5,1.9138,1.0,1.0,0.0,-0.2793,0.2061,1,0,0,0,0,0,0,1,6,11,32,3.9047619047619047
9245,449,549,2066548,2066684,926,90,149,62326,35,133,1687,0,1,150,0.6427,0.5347,0.1197,0.0071,0.1222,0.9713,1.0,2.9666,1.0792,2.2148,0.8803,-0.2428,0.9999,1,0,0,0,0,0,0,1,100,136,98,3.8744769874476988
10816,1120,1145,2378173,2378236,1183,106,88,51661,103,127,1354,0,1,175,0.2278,0.4771,0.4839,0.0081,0.2903,1.0,1.0,3.0516,1.0414,1.9445,0.5161,-0.1063,0.9999,1,0,0,0,0,0,0,1,25,63,24,6.097938144329897
6801,1175,1222,1048818,1048832,3256,210,119,334869,68,127,1360,0,1,40,0.0754,0.4495,0.4193,0.0962,0.4643,0.5714,1.0,3.5169,2.1072,2.0294,0.5806,-0.1551,1.0,0,0,1,0,0,0,0,3,47,14,59,9.896656534954408
